"","V1","V1.1","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","NA.","sent_mean","sent_sd","sent_sum","covid","action","drama","horror","crime","thriller","comedy","documentary","war","adventure","biography","family","romance","fantasy","animation","mystery","musical","music","sci-fi","sport","history","western","j"
"551",551,551,"Misbehaviour","tt9148706",6.2,5888,"movie","Misbehaviour",0,2020,"\N",106,"Comedy,Drama,History","Not Rated",0,"Manohla Dargis","‘Misbehaviour’ Review: Pretty Women, Some Pretty Angry","This British comedy about a feminist protest against the 1970 Miss World contest stars Keira Knightley and Gugu Mbatha-Raw.",2020-09-24,2020-09-25,"2020-09-24 13:28:02","article","https://www.nytimes.com/2020/09/24/movies/misbehaviour-review.html","Read the New York Times Review of Misbehaviour","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/25/arts/00misbehaviour/00misbehaviour-mediumThreeByTwo210.jpg",140,210,NA,0,0.162221421130763,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"552",552,552,"Miss Juneteenth","tt11394158",6.5,1333,"movie","Miss Juneteenth",0,2020,"\N",99,"Drama","",1,"Lovia Gyarkye","‘Miss Juneteenth’ Review: Celebrating Black Girlhood","The debut feature from Channing Godfrey Peoples explores how black women and girls support each other in a world that often fails them.",2020-06-18,2020-06-19,"2020-06-18 11:04:04","article","https://www.nytimes.com/2020/06/18/movies/miss-juneteenth-review.html","Read the New York Times Review of Miss Juneteenth","mediumThreeByTwo210","https://static01.nyt.com/images/2020/06/19/arts/missjuneteenth1/missjuneteenth1-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.0108695652173913,0.159513836489568,-0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"553",553,553,"Missing Link","tt6348138",6.7,22677,"movie","Missing Link",0,2019,"\N",93,"Adventure,Animation,Comedy","PG",0,"BEN KENIGSBERG","‘Missing Link’ Review: Lovely Animation, but Lacking Inspiration","The storytelling can’t match the visual creativity in the latest film from Laika studios.",2019-04-11,2019-04-12,"2019-05-10 16:44:01","article","https://www.nytimes.com/2019/04/11/movies/missing-link-review.html","Read the New York Times Review of Missing Link","mediumThreeByTwo210","https://static01.nyt.com/images/2019/04/12/arts/missing1/missing1-mediumThreeByTwo210.jpg",140,210,NA,0.0666666666666667,0.258198889747161,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"554",554,554,"Mister America","tt10579992",6.5,1152,"movie","Mister America",0,2019,"\N",89,"Comedy","R",0,"BEN KENIGSBERG","‘Mister America’ Review: The Returns Are In: Diminishing","Tim Heidecker plays a bumbling candidate for district attorney in this satire with inspired moments but not much momentum.",2019-10-08,2019-10-11,"2019-10-23 16:44:02","article","https://www.nytimes.com/2019/10/08/movies/mister-america-review.html","Read the New York Times Review of Mister America","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/07/arts/mister1/mister1-mediumThreeByTwo210.jpg",140,210,NA,0.0315789473684211,0.142605249938218,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"555",555,555,"MLK/FBI","tt12801356",6.9,694,"movie","MLK/FBI",0,2020,"\N",104,"Documentary","",1,"A.O. Scott","‘MLK/FBI’ Review: King, Hoover and the Tale of the Tape","Sam Pollard’s fascinating documentary chronicles the F.B.I. director’s obsession with the private life and political affiliations of the civil rights leader.",2021-01-14,2021-01-15,"2021-01-14 19:20:02","article","https://www.nytimes.com/2021/01/14/movies/mlk-fbi-review.html","Read the New York Times Review of MLK/FBI","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/15/arts/14mlk-fbi1/14mlk-fbi1-mediumThreeByTwo210.jpg",140,210,NA,0.066,0.239669911892725,1.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"556",556,556,"Monos","tt6062774",6.9,14805,"movie","Monos",0,2019,"\N",102,"Adventure,Drama,Thriller","R",0,"GLENN KENNY","‘Monos’ Review: Teenage Fighters Tussle Over Discipline and a Cow","This sophisticated-looking film by Alejandro Landes is an allegory with little clarity about its subject matter.",2019-09-12,2019-09-13,"2019-10-12 16:44:01","article","https://www.nytimes.com/2019/09/12/movies/monos-review.html","Read the New York Times Review of Monos","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/13/arts/00MONOSPIX/00MONOSPIX-mediumThreeByTwo210.jpg",140,210,NA,0.0735294117647059,0.212218671906791,1.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"557",557,557,"Monsoon","tt8090564",6,1347,"movie","Monsoon",0,2019,"\N",85,"Drama,History,Romance","",0,"Ben Kenigsberg","‘Monsoon’ Review: Clouded Memories of Saigon","Henry Golding plays a man who returns to the Vietnam of his childhood in Hong Khaou’s thoroughly personal drama “Monsoon.”",2020-11-12,2020-11-13,"2020-11-12 12:04:03","article","https://www.nytimes.com/2020/11/12/movies/monsoon-review.html","Read the New York Times Review of Monsoon","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/12/arts/12monsoon-art/merlin_179667951_adcca3b7-67bd-40aa-ac90-286f944521c9-mediumThreeByTwo210.jpg",140,210,NA,0.00476190476190476,0.155647648476263,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"558",558,558,"Monster Hunter","tt12240392",6.2,61,"movie","Monster Hunter",0,2019,"\N",NA,"Action","PG-13",0,"Jeannette Catsoulis","‘Monster Hunter’ Review: Beasts of Boredom","Milla Jovovich stars as an Army Ranger trapped in an alternate universe in this video game-derived silliness.",2020-12-17,2020-12-18,"2020-12-18 20:52:03","article","https://www.nytimes.com/2020/12/17/movies/monster-hunter-review-beasts-of-boredom.html","Read the New York Times Review of Monster Hunter","mediumThreeByTwo210","https://static01.nyt.com/images/2020/12/18/arts/monster1/monster1-mediumThreeByTwo210.jpg",140,210,NA,-0.00555555555555555,0.155193322408735,-0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"559",559,559,"Monster Hunter","tt6475714",5.3,31712,"movie","Monster Hunter",0,2020,"\N",103,"Action,Adventure,Fantasy","PG-13",0,"Jeannette Catsoulis","‘Monster Hunter’ Review: Beasts of Boredom","Milla Jovovich stars as an Army Ranger trapped in an alternate universe in this video game-derived silliness.",2020-12-17,2020-12-18,"2020-12-18 20:52:03","article","https://www.nytimes.com/2020/12/17/movies/monster-hunter-review-beasts-of-boredom.html","Read the New York Times Review of Monster Hunter","mediumThreeByTwo210","https://static01.nyt.com/images/2020/12/18/arts/monster1/monster1-mediumThreeByTwo210.jpg",140,210,NA,-0.00555555555555555,0.155193322408735,-0.1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"560",560,560,"Moonlight Sonata: Deafness in Three Movements","tt9135318",7,211,"movie","Moonlight Sonata: Deafness in Three Movements",0,2019,"\N",90,"Documentary","",0,"TEO BUGBEE","‘Moonlight Sonata’ Review: A Deaf Family Connected by Beethoven","Irene Taylor Brodsky makes a documentary about her son, her father and a master composer.",2019-09-12,2019-09-13,"2019-09-20 16:44:01","article","https://www.nytimes.com/2019/09/12/movies/moonlight-sonata-deafness-three-movements-review.html","Read the New York Times Review of Moonlight Sonata: Deafness in Three Movements","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/11/arts/moonlight1/moonlight1-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"561",561,561,"Mortal","tt5715066",5.9,6290,"movie","Mortal",0,2020,"\N",104,"Action,Adventure,Drama","R",0,"Ben Kenigsberg","‘Mortal’ Review: Discovering Superpowers, None Too Quickly","André Ovredal’s new fantasy film seems more concerned with setting up a sequel than delivering answers.",2020-11-05,2020-11-06,"2020-11-05 12:04:04","article","https://www.nytimes.com/2020/11/05/movies/mortal-review.html","Read the New York Times Review of Mortal","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/06/arts/05mortal-art/merlin_179306031_1597f26d-7443-48db-9fdd-044a3466f56e-mediumThreeByTwo210.jpg",140,210,NA,0.0411764705882353,0.276267134150562,0.7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"562",562,562,"Mosul","tt8354112",7.9,2446,"movie","Mosul",0,2019,"\N",86,"Documentary","TV-MA",0,"Ben Kenigsberg","‘Mosul’ Review: In Iraq, This Time It’s Personal","A rogue Iraqi SWAT team fights the Islamic State in Matthew Michael Carnahan’s action thriller.",2020-11-26,2020-11-26,"2020-11-26 12:04:05","article","https://www.nytimes.com/2020/11/26/movies/mosul-review.html","Read the New York Times Review of Mosul","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/25/arts/mosul1/merlin_180254640_bbb167d2-6dca-4e72-ad48-9b1ba5f23e66-mediumThreeByTwo210.jpg",140,210,NA,-0.046875,0.207740824105422,-0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"563",563,563,"Mosul","tt9252468",7.1,21515,"movie","Mosul",0,2019,"\N",86,"Action,Drama,War","TV-MA",0,"Ben Kenigsberg","‘Mosul’ Review: In Iraq, This Time It’s Personal","A rogue Iraqi SWAT team fights the Islamic State in Matthew Michael Carnahan’s action thriller.",2020-11-26,2020-11-26,"2020-11-26 12:04:05","article","https://www.nytimes.com/2020/11/26/movies/mosul-review.html","Read the New York Times Review of Mosul","mediumThreeByTwo210","https://static01.nyt.com/images/2020/11/25/arts/mosul1/merlin_180254640_bbb167d2-6dca-4e72-ad48-9b1ba5f23e66-mediumThreeByTwo210.jpg",140,210,NA,-0.046875,0.207740824105422,-0.75,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"564",564,564,"Motherless Brooklyn","tt0385887",6.8,45999,"movie","Motherless Brooklyn",0,2019,"\N",144,"Crime,Drama,Mystery","R",0,"A.O. SCOTT","‘Motherless Brooklyn’ Review: Edward Norton Fights the Power Broker","The actor directs and stars (along with Gugu Mbatha-Raw and Alec Baldwin) in a big, ambitious adaptation of Jonathan Lethem’s prizewinning novel.",2019-10-31,2019-11-01,"2019-12-01 17:44:01","article","https://www.nytimes.com/2019/10/31/movies/motherless-brooklyn-review.html","Read the New York Times Review of Motherless Brooklyn","mediumThreeByTwo210","https://static01.nyt.com/images/2019/10/31/arts/31motherlesspix1/31motherlesspix1-mediumThreeByTwo210.jpg",140,210,NA,0.0354166666666667,0.112751329565733,0.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"565",565,565,"Moxie","tt6432466",6.7,15431,"movie","Moxie",0,2021,"\N",111,"Comedy,Drama,Music","PG-13",0,"Jeannette Catsoulis","‘Moxie’ Review: Rebel With a Cause","Amy Poehler directs this Netflix high-school drama inspired by the relics of punk feminism.",2021-03-03,2021-03-03,"2021-03-03 12:01:03","article","https://www.nytimes.com/2021/03/03/movies/moxie-review-rebel-with-a-cause.html","Read the New York Times Review of Moxie","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/04/arts/moxie1/moxie1-mediumThreeByTwo440.jpg",140,210,NA,0.0166666666666667,0.148404209926166,0.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"566",566,566,"Mr. Jones","tt6828390",6.9,7425,"movie","Mr. Jones",0,2019,"\N",141,"Biography,Drama,Thriller","",1,"Manohla Dargis","‘Mr. Jones’ Review: Bearing Witness to Stalin’s Evil","In Agnieszka Holland’s historically informed drama, a Welsh journalist travels to 1933 Ukraine, then in the grip of famine.",2020-06-18,2020-06-19,"2020-06-18 15:04:03","article","https://www.nytimes.com/2020/06/18/movies/mr-jones-review.html","Read the New York Times Review of Mr. Jones","mediumThreeByTwo210","https://static01.nyt.com/images/2020/06/17/arts/00mrjones/merlin_173482626_17067d1f-31a2-47f7-affa-bb8771a2c2fe-mediumThreeByTwo210.jpg",140,210,NA,-0.0375,0.122340121232398,-0.75,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"567",567,567,"Mr. Toilet: The World's #2 Man","tt10263296",7.4,79,"movie","Mr. Toilet: The World's #2 Man",0,2019,"\N",87,"Documentary","",0,"Ben Kenigsberg","‘Mr. Toilet’ Review: Getting a Handle on the World’s Toilet Shortage","This profile of Jack Sim, an activist for toilet construction, is a more serious documentary than its title suggests.",2019-11-21,2019-11-08,"2019-11-29 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/mr-toilet-the-worlds-number-2-man-review.html","Read the New York Times Review of Mr. Toilet: The World's #2 Man","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/20/arts/mrtoilet1/mrtoilet1-mediumThreeByTwo210.jpg",140,210,NA,-0.0131578947368421,0.0573539334676404,-0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"568",568,568,"Ms. Purple","tt7983890",6.2,459,"movie","Ms. Purple",0,2019,"\N",87,"Crime,Drama","",1,"JEANNETTE CATSOULIS","‘Ms. Purple’ Review: The Ties That Bind (and Sometimes Strangle)","A moody, downbeat drama that occasionally offers glimmers of hope, Justin Chon’s film follows two Korean-American siblings struggling to reconnect while their father is dying.",2019-09-12,2019-09-06,"2019-10-11 16:44:02","article","https://www.nytimes.com/2019/09/12/movies/ms-purple-review.html","Read the New York Times Review of Ms. Purple","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/13/arts/12mspurple/merlin_160311948_613a24f6-0369-4315-927f-c3e062cfd690-mediumThreeByTwo210.jpg",140,210,NA,-0.0555555555555556,0.222888957060432,-1.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"569",569,569,"Mucho Mucho Amor: The Legend of Walter Mercado","tt11378264",7.3,2829,"movie","Mucho Mucho Amor: The Legend of Walter Mercado",0,2020,"\N",96,"Documentary","",0,"Teo Bugbee","‘Mucho Mucho Amor’ Review: The Life of Walter Mercado, Mystic","Mercado was a Puerto Rican astrologer whose career in television and radio began in 1969. His image was broadcast to millions around the world every day.",2020-07-07,2020-07-08,"2020-07-07 20:20:03","article","https://www.nytimes.com/2020/07/07/movies/mucho-mucho-amor-walter-mercado-review.html","Read the New York Times Review of Mucho Mucho Amor: The Legend of Walter Mercado","mediumThreeByTwo210","https://static01.nyt.com/images/2020/07/09/arts/09muchomucho/09muchomucho-mediumThreeByTwo210-v2.jpg",140,210,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"570",570,570,"Mulan","tt4566758",5.6,117818,"movie","Mulan",0,2020,"\N",115,"Action,Adventure,Drama","PG-13",0,"Manohla Dargis","‘Mulan’ Review: A Flower Blooms in Adversity (and Kicks Butt)","In Niki Caro and Disney’s live-action version of the ancient story, a young woman rides off to war and discovers herself.",2020-09-03,2020-09-04,"2020-09-03 16:04:02","article","https://www.nytimes.com/2020/09/03/movies/mulan-disney-review.html","Read the New York Times Review of Mulan","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/04/arts/04-mulan/merlin_176255256_642f14ea-c4c5-460d-b5b3-24ac8d256579-mediumThreeByTwo210.jpg",140,210,NA,0.0173913043478261,0.154925712148065,0.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"571",571,571,"Murder Mystery","tt1618434",6,105819,"movie","Murder Mystery",0,2019,"\N",97,"Action,Comedy,Crime","PG-13",0,"ELISABETH VINCENTELLI","‘Murder Mystery’ Review: A Whodunit on the High Seas","Jennifer Aniston and Adam Sandler reunite for what plays like an updated but sluggish version of “Clue.”",2019-06-14,2019-06-14,"2019-06-14 09:04:02","article","https://www.nytimes.com/2019/06/14/movies/murder-mystery-review-a-whodunit-on-the-high-seas.html","Read the New York Times Review of Murder Mystery","mediumThreeByTwo210","https://static01.nyt.com/images/2019/06/14/arts/14murder-mystery/14murder-mystery-mediumThreeByTwo210.jpg",140,210,NA,-0.0147058823529412,0.224836541932657,-0.25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"572",572,572,"Murder to Mercy: The Cyntoia Brown Story","tt9050898",6.3,2191,"movie","Murder to Mercy: The Cyntoia Brown Story",0,2020,"\N",96,"Documentary","",1,"Bilal Qureshi","‘Murder to Mercy’ Review: Rethinking a Life Sentence","Daniel H. Birman’s documentary about Cyntoia Brown is a moving reflection of what criminal justice reform means in personal terms.",2020-04-29,2020-04-29,"2020-04-29 07:06:02","article","https://www.nytimes.com/2020/04/29/movies/cyntoia-brown-murder-to-mercy-review.html","Read the New York Times Review of Murder to Mercy: The Cyntoia Brown Story","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/29/arts/murder1/murder1-mediumThreeByTwo210.jpg",140,210,NA,0.0238095238095238,0.283997820246498,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"573",573,573,"Music","tt7541720",3,5755,"movie","Music",0,2021,"\N",107,"Drama,Musical","PG-13",0,"Teo Bugbee","‘Music’ Review: A Woefully Misguided View of Disability","The pop star Sia’s feature directorial debut, about an autistic teenager, at times seems indistinguishable from mockery.",2021-02-11,2021-02-12,"2021-02-11 12:06:01","article","https://www.nytimes.com/2021/02/11/movies/music-review.html","Read the New York Times Review of Music","mediumThreeByTwo210","https://static01.nyt.com/images/2021/02/11/arts/11music/merlin_183311127_5d26b544-c3ad-4b63-a7a6-287eccf27c0e-mediumThreeByTwo440.jpg",140,210,NA,-0.0277777777777778,0.237153600152643,-0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"574",574,574,"My Friend the Polish Girl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"Jeannette Catsoulis","‘My Friend the Polish Girl’ Review: The Outsider","In this faux documentary, the relationship between an American filmmaker and her troubled immigrant subject takes on a darkly controlling hue.",2019-11-28,2019-11-29,"2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/28/movies/my-friend-the-polish-girl-review.html","Read the New York Times Review of My Friend the Polish Girl","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/myfriend1/myfriend1-mediumThreeByTwo210.jpg",140,210,NA,-0.0357142857142857,0.163663417676994,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"575",575,575,"My Hero Academia: Heroes Rising","tt11107074",7.9,4294,"movie","My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu",0,2019,"\N",104,"Action,Adventure,Animation","PG-13",1,"Teo Bugbee","‘My Hero Academia: Heroes Rising’ Review: Superpowers Served Sweetly","This animated film distinguishes itself in the era of superhero supersaturation with bright, bold and surprisingly emotional filmmaking.",2020-02-25,2020-02-26,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/02/25/movies/my-hero-academia-heroes-rising-review.html","Read the New York Times Review of My Hero Academia: Heroes Rising","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/26/arts/myhero1/myhero1-mediumThreeByTwo210.jpg",140,210,NA,0.0638888888888889,0.153206469257085,1.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"576",576,576,"My Rembrandt","tt11744472",7.3,162,"movie","My Rembrandt",0,2019,"\N",97,"Documentary","",0,"Ben Kenigsberg","‘My Rembrandt’ Review: Seeing a Dutch Master Everywhere","This documentary looks at art collectors whose interests in Rembrandt have taken on faintly obsessive dimensions.",2021-01-06,2021-01-06,"2021-01-06 12:04:02","article","https://www.nytimes.com/2021/01/06/movies/my-rembrandt-review.html","Read the New York Times Review of My Rembrandt","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/04/arts/myrembrandt1/myrembrandt1-mediumThreeByTwo210.jpg",140,210,NA,0.0375,0.23629078131263,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"577",577,577,"My Salinger Year","tt2222052",6.3,1059,"movie","My Salinger Year",0,2020,"\N",101,"Drama","R",0,"Jeannette Catsoulis","‘My Salinger Year’ Review: Ghost Writers","Margaret Qualley stars in this colorless adaptation of Joanna Rakoff’s memoir of her experiences as a young writer in New York City.",2021-03-04,2021-03-05,"2021-03-04 12:06:01","article","https://www.nytimes.com/2021/03/04/movies/my-salinger-year-review.html","Read the New York Times Review of My Salinger Year","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/03/arts/mysalinger1/mysalinger1-mediumThreeByTwo440.jpg",140,210,NA,0.041304347826087,0.193444949834832,0.95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"578",578,578,"My Son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"BEN KENIGSBERG","‘My Son’ Review: When His Boy Goes Missing, a Father Unravels","This French thriller is so reserved in its storytelling and vague in its details that all it elicits is a yawn.",2019-05-09,2019-04-12,"2019-05-24 16:44:01","article","https://www.nytimes.com/2019/05/09/movies/my-son-review.html","Read the New York Times Review of My Son","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/08/arts/myson1/myson1-mediumThreeByTwo210.jpg",140,210,NA,-0.0428571428571429,0.17268882005338,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"579",579,579,"My Spy","tt8242084",6.3,24095,"movie","My Spy",0,2020,"\N",99,"Action,Comedy","PG-13",0,"Kyle Turner","‘My Spy’ Review: A Secret Agent Gets Outsmarted","Dave Bautista bumbles as a C.I.A. field agent, and has a 9-year-old help him along the way.",2020-06-25,2020-06-26,"2020-06-25 14:04:02","article","https://www.nytimes.com/2020/06/25/movies/my-spy-review.html","Read the New York Times Review of My Spy","mediumThreeByTwo210","https://static01.nyt.com/images/2020/06/24/arts/myspy1/myspy1-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"580",580,580,"My Zoe","tt6290584",5.9,694,"movie","My Zoe",0,2019,"\N",100,"Drama","R",0,"Glenn Kenny","‘My Zoe’ Review: Julie Delpy’s Provocative Family Drama","The characters can be confoundingly self-involved, but Delpy finds unusual threads to pull you closer to them and their crises.",2021-02-24,2021-02-26,"2021-02-24 12:01:03","article","https://www.nytimes.com/2021/02/24/movies/my-zoe-review.html","Read the New York Times Review of My Zoe","mediumThreeByTwo210","https://static01.nyt.com/images/2021/02/26/arts/25myzoe/25myzoe-mediumThreeByTwo440.jpg",140,210,NA,-0.0761904761904762,0.24880667576406,-1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"581",581,581,"Naples in Veils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"BEN KENIGSBERG","‘Naples in Veils’: A Morgue Doctor Is Obsessed. The Movie Is Lifeless.","Ferzan Ozpetek’s thriller tips its hat to the motifs of Hitchcock, only to wind up as a tedious muddle.",2019-04-18,2019-04-19,"2019-04-26 16:44:02","article","https://www.nytimes.com/2019/04/18/movies/naples-in-veils-review.html","Read the New York Times Review of Naples in Veils","mediumThreeByTwo210","https://static01.nyt.com/images/2019/04/18/arts/naples1/naples1-mediumThreeByTwo210.jpg",140,210,NA,-0.0325,0.125943805346921,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"582",582,582,"Nasrin","tt13065642",8.9,51,"movie","Nasrin",0,2020,"\N",92,"Documentary","",0,"Jeannette Catsoulis","‘Nasrin’ Review: Righting Wrongs in Iran","Filmed in secret, Jeff Kaufman’s portrait of the Iranian lawyer Nasrin Sotoudeh captures her ongoing battles for the rights of women, children and minorities.",2020-12-17,2020-10-01,"2020-12-17 12:04:02","article","https://www.nytimes.com/2020/12/17/movies/nasrin-review.html","Read the New York Times Review of Nasrin","mediumThreeByTwo210","https://static01.nyt.com/images/2020/12/16/arts/nasrin2/merlin_181114908_9d40fabc-6a4d-436d-8860-fe13f884338c-mediumThreeByTwo210.jpg",140,210,NA,-0.034,0.128062484748657,-0.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"583",583,583,"Never Rarely Sometimes Always","tt7772582",7.4,17366,"movie","Never Rarely Sometimes Always",0,2020,"\N",101,"Drama","PG-13",1,"Manohla Dargis","‘Never Rarely Sometimes Always’ Review: A Woman’s Heroic Journey","In this stirring drama, the director Eliza Hittman tells an intimate story that is also a potent argument about self-determination.",2020-03-12,2020-03-13,"2020-03-19 02:44:01","article","https://www.nytimes.com/2020/03/12/movies/never-rarely-sometimes-always-review.html","Read the New York Times Review of Never Rarely Sometimes Always","mediumThreeByTwo210","https://static01.nyt.com/images/2020/03/13/arts/13NEVER-RARELY-1/13NEVER-RARELY-1-mediumThreeByTwo210.jpg",140,210,NA,0.0238095238095238,0.286626519890888,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"584",584,584,"Never Too Late","tt9115528",5.8,380,"movie","Never Too Late",0,2020,"\N",95,"Comedy,Drama,Romance","",0,"Glenn Kenny","‘Never Too Late’ Review: The Vietnam Vet as Lovable Codger","Former soldiers known as “The Chain Breakers” take on a romantic mission involving nursing homes in this movie from Mark Lamprell.",2020-07-09,2020-07-10,"2020-07-09 11:04:05","article","https://www.nytimes.com/2020/07/09/movies/never-too-late-review.html","Read the New York Times Review of Never Too Late","mediumThreeByTwo210","https://static01.nyt.com/images/2020/07/09/arts/09nevertoolate/09nevertoolate-mediumThreeByTwo440.jpg",140,210,NA,0.0238095238095238,0.109108945117996,0.5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"585",585,585,"News of the World","tt6878306",6.8,56503,"movie","News of the World",0,2020,"\N",118,"Action,Adventure,Drama","PG-13",0,"A.O. Scott","‘News of the World’ Review: Tom Hanks Does the Strong, Silent Type","The star can’t help but bring decency to Paul Greengrass’s lean, efficient western set in 1870s Texas.",2020-12-24,2020-12-25,"2021-01-04 17:22:02","article","https://www.nytimes.com/2020/12/24/movies/news-of-the-world-review-tom-hanks.html","Read the New York Times Review of News of the World","mediumThreeByTwo210","https://static01.nyt.com/images/2020/12/25/arts/24newsoftheworld/24newsoftheworld-mediumThreeByTwo210-v3.jpg",140,210,NA,0.128947368421053,0.259976382193163,2.45,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"586",586,586,"Night Hunter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"JEANNETTE CATSOULIS","‘Night Hunter’ Review: Botching the Detectives","This psycho-killer disaster juggles three equally incoherent plotlines.",2019-09-05,2019-09-06,"2019-09-13 16:44:01","article","https://www.nytimes.com/2019/09/05/movies/night-hunter-review.html","Read the New York Times Review of Night Hunter","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/03/arts/nighthunter1/nighthunter1-mediumThreeByTwo210.jpg",140,210,NA,-0.322222222222222,0.578311719096582,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
