OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-11999,CLEAR FORK BRAZOS R AT FM 1812,River/Stream,,12060102,,,,,32.6577000000,-100.1359000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,253,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12002,HUBBARD CREEK RES NEAR DAM,Reservoir,,12060105,,,,,32.8236000000,-98.9675000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,429,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12005,LAKE CISCO NEAR FM 2807,Reservoir,,12060105,,,,,32.4383000000,-99.0033000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,133,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12006,LAKE STAMFORD NEAR DAM,Reservoir,,12060103,,,,,33.0750000000,-99.5650000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,207,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12010,LAKE FORT PHANTOM HILL NR DAM,Reservoir,,12060102,,,,,32.6111000000,-99.6736000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,253,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12021,LAKE SWEETWATER MID LAKE,Reservoir,,12060102,,,,,32.4347000000,-100.3067000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,353,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12022,SALT FORK BRAZOS RIV AT US 83,River/Stream,,12050007,,,,,33.3339000000,-100.2400000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,433,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12023,SALT FORK BRAZOS RIV AT US 380,River/Stream,,12050007,,,,,33.1678000000,-100.6318000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,263,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12027,WHITE RIVER LAKE AT DAM,Reservoir,,12050006,,,,,33.4600000000,-101.0833000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,107,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12029,DBL MT FORK BRAZOS R AT US 83,River/Stream,,12050004,,,,,33.0087000000,-100.1803000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,433,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12037,BRAZOS RIV AT RIVER VIEW CAMP,River/Stream,,12060202,,,,,31.5000000000,-97.0506000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,309,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12054,BRUSHY CREEK AT FM 908,River/Stream,,12070205,,,,,30.6939000000,-97.0784000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,331,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12074,FLAT BANK CREEK AT SH 6,River/Stream,,12040205,,,,,29.5498000000,-95.5477000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,157,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12083,OYSTER CREEK AT US 90A,River/Stream,,12040205,,,,,29.6206000000,-95.6339000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,157,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12087,OYSTER CREEK AT FM 1464,River/Stream,,12040205,,,,,29.6192000000,-95.6683000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,157,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12095,GRANGER LAKE NEAR DAM,Reservoir,,12070205,,,,,30.7000000000,-97.3458000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12096,GRANGER LK IN SAN GABRIEL ARM,Reservoir,,12070205,,,,,30.6625000000,-97.4014000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12097,GRANGER LAKE IN WILLIS CREEK ARM,Reservoir,,12070205,,,,,30.7000000000,-97.3917000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12111,LAKE GEORGETOWN NEAR DAM,Reservoir,,12070205,,,,,30.6678000000,-97.7260000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12113,LAKE GEORGETOWN NEAR HEADWATER,Reservoir,,12070205,,,,,30.6766000000,-97.7710000000,,,,GPS-Unspecified,WGS84,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12115,S FORK SAN GABRIEL R AT IH 35,River/Stream,,12070205,,,,,30.6260000000,-97.6907000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12120,N FK SAN GABRIEL RIV AT CR 257,River/Stream,,12070205,,,,,30.6988000000,-97.8696000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,491,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12123,LAKE LIMESTONE NEAR DAM,Reservoir,,12070103,,,,,31.3319000000,-96.3194000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,289,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12124,LAKE LIMESTONE IN LAMBS CREEK,Reservoir,,12070103,,,,,31.3855000000,-96.2994000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,293,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12125,LAKE LIMESTONE MID LAKE,Reservoir,,12070103,,,,,31.4167000000,-96.3486000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,293,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12127,AQUILLA RESERVOIR NEAR DAM,Reservoir,,12060202,,,,,31.9008000000,-97.2067000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,217,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12128,AQUILLA RESERV AQUILLA CREEK ARM,Reservoir,,12060202,,,,,31.9250000000,-97.2142000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,217,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12129,AQUILLA RES HACKBERRY CREEK ARM,Reservoir,,12060202,,,,,31.9256000000,-97.1928000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,217,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12141,LINVILLE BAYOU AT  LITTLE LINVILLE ROAD/CR 324,River/Stream,,12090402,,,,,29.0436000000,-95.7817000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12146,SAN BERNARD RIVER AT FM 2611,River/Stream,,12090401,,,,,28.9505000000,-95.5554000000,25000,,,Interpolation-Map,NAD83,,,,,,,US,48,039,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12147,SAN BERNARD RIVER AT FM 442,River/Stream,,12090401,,,,,29.3131000000,-95.8933000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,157,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12148,CANEY CREEK AT CHAMBLESS RD,River/Stream,,12090402,,,,,28.8109000000,-95.6672000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12151,CANEY CREEK AT WOODEN BRIDGE,River/Stream,,12090402,,,,,28.9528000000,-95.7095000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12153,CANEY CREEK AT FM 457,River/Stream,,12090402,,,,,28.9607000000,-95.8241000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12154,CANEY CREEK AT SH 35,River/Stream,,12090402,,,,,29.0418000000,-95.8636000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12158,BEALS CREEK AT VALVERDE ROAD,River/Stream,,12080007,,,,,32.2481000000,-101.3940000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,227,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12160,BEALS CREEK AT FM 700,River/Stream,,12080007,,,,,32.2576000000,-101.4311000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,227,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12177,HORDS CREEK AT FM 1176,River/Stream,,12090108,,,,,31.8731000000,-99.3262000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,083,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12178,HORDS CK RESERV NEAR DAM/CR434,Reservoir,,12090108,,,,,31.8361000000,-99.5611000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,083,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12179,BRADY CREEK SE OFF RR 3022,Reservoir,,12090110,,,,,31.1381000000,-99.3853000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,307,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12180,OAK CK RESERV NEAR FM 3399,Reservoir,,12080008,,,,,32.0458000000,-100.2667000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,081,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12185,SLAUGHTER CK NR OLD SANANTONIO,River/Stream,,12090205,,,,,30.1534000000,-97.7953000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12186,SLAUGHTER CK NEAR FM 1826,River/Stream,,12090205,,,,,30.2091000000,-97.9033000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12189,BEAR CREEK NEAR FM 1826,River/Stream,,12090205,,,,,30.1590000000,-97.9550000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,209,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12210,JAMES RIVER AT JAMES RIVER RD,River/Stream,,12090204,,,,,30.5651000000,-99.3302000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,319,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12214,SANDY CREEK AT SH 71,River/Stream,,12090201,,,,,30.5584000000,-98.4719000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12254,LIPAN CREEK NR CONCHO RIVER,River/Stream,,12090105,,,,,31.5150000000,-100.0452000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,095,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12255,KICKAPOO CREEK AT FM 380,River/Stream,,12090105,,,,,31.4934000000,-99.9589000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,095,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12257,DRY HOLLOW CK AT CHANDLER LAKE,River/Stream,,12090105,,,,,31.5097000000,-100.0193000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,095,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12258,CYPRESS CREEK AT FM 962,River/Stream,,12090206,,,,,30.3828000000,-98.2499000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,031,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12281,COLORADO RV TIDAL NEAR FM 521,River/Stream,,12090302,,,,,28.7673000000,-96.0025000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12284,COLORADO RIVER AT SH 35,River/Stream,,12090302,,,,,28.9841000000,-95.9996000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,321,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12286,COLORADO RIVER AT SH 183,River/Stream,,12090302,,,,,29.3080000000,-96.1000000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,481,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12290,COLORADO RIVER AT OLD HWY 71,River/Stream,,12090301,,,,,29.7131000000,-96.5475000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,089,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12292,COLORADO RV AT SH 71,River/Stream,,12090301,,,,,29.9010000000,-96.8870000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,149,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12293,COLORADO RV NEAR OLIVE RD,River/Stream,,12090301,,,,,30.0138000000,-97.1561000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,021,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12294,LK AUSTIN NEAR TOM MILLER DAM,Reservoir,,12090205,,,,,30.2950000000,-97.7861000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12297,LK AUSTIN NEAR METROPOLITAN PK,Reservoir,,12090205,,,,,30.3260000000,-97.8410000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12302,LAKE TRAVIS NEAR DAM,Reservoir,,12090205,,,,,30.3920000000,-97.9050000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12307,LAKE TRAVIS LIME CREEK COVE,Reservoir,,12090205,,,,,30.4786000000,-97.9056000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12309,LAKE TRAVIS NEAR ARKANSAS BEND,Reservoir,,12090205,,,,,30.3960000000,-97.9510000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12313,LAKE TRAVIS NEAR COW CREEK ARM,Reservoir,,12090205,,,,,30.4830000000,-98.0130000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12316,LAKE TRAVIS NEAR SHAW ROAD,Reservoir,,12090205,,,,,30.4990000000,-98.1040000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12319,LAKE MARBLE FALLS NEAR DAM,Reservoir,,12090205,,,,,30.5567000000,-98.2568000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,053,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12324,LAKE LBJ NEAR ALVIN WIRTZ DAM,Reservoir,,12090201,,,,,30.5550000000,-98.3390000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,053,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12327,LAKE LBJ NEAR CONFLUENCE SANDY C,Reservoir,,12090201,,,,,30.5750000000,-98.4120000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12330,LAKE LBJ NEAR SCENIC RD,Reservoir,,12090201,,,,,30.6420000000,-98.4160000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,053,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12336,INKS LAKE NEAR INKS DAM,Reservoir,,12090201,,,,,30.7320000000,-98.3830000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,053,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12344,LK BUCHANAN NEAR BUCHANAN DAM,Reservoir,,12090201,,,,,30.7510000000,-98.4200000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12347,LK BUCHANAN NEAR ROCKY RIDGE,Reservoir,,12090201,,,,,30.8150000000,-98.4060000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12349,LK BUCHANAN NEAR LAKESHORE,Reservoir,,12090201,,,,,30.8316000000,-98.3623000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,053,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12352,LK BUCHANAN SOUTH OF RR 2341,Reservoir,,12090201,,,,,30.8600000000,-98.4210000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12353,LK BUCHANAN NE OF LLANO TOW VA,Reservoir,,12090201,,,,,30.9060000000,-98.4510000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12355,COLORADO RIVER AT US 190,River/Stream,,12090201,,,,,31.2185000000,-98.5645000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,281,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12358,COLORADO RI BRIDGE HWY 377,River/Stream,,12090106,,,,,31.4679000000,-99.1622000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,049,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12359,E V SPENCE RESERVOIR 5.3 KM WEST OF STATE HWY 208,Reservoir,,12080008,,,,,31.9208000000,-100.5583000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,081,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12363,COLORADO RIVER AT SH 163,River/Stream,,12080002,,,,,32.3851000000,-100.8654000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,335,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12365,COLORADO RIVER AT FM 1808,River/Stream,,12080002,,,,,32.4784000000,-100.9492000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,335,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12369,PEDERNALES RI NEAR HAMMETS RD,River/Stream,,12090206,,,,,30.3390000000,-98.1390000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12375,PEDERNALES RIVER AT RR 1320,River/Stream,,12090206,,,,,30.2721000000,-98.5456000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,031,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12377,PEDERNALES RIVER GOEHMAN LANE,River/Stream,,12090206,,,,,30.2381000000,-98.7839000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,171,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12383,LLANO RIVER AT RR 3404,River/Stream,,12090204,,,,,30.6816000000,-98.4850000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12386,LLANO RIVER NEAR SH16,River/Stream,,12090204,,,,,30.7515000000,-98.6695000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12388,LLANO RIVER ALONG CR 102 PATH,River/Stream,,12090204,,,,,30.7262000000,-98.8135000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,299,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12392,SAN SABA RIVER AT SH 16,River/Stream,,12090109,,,,,31.2132000000,-98.7199000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,411,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12393,SAN SABA RIVER AT FM 2092,River/Stream,,12090109,,,,,30.9130000000,-99.7089000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,327,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12394,PECAN BAYOU AT FM 573,River/Stream,,12090107,,,,,31.5175000000,-98.7407000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,333,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12395,LAKE BROWNWOOD N END OF DAM,Reservoir,,12090107,,,,,31.8403000000,-99.0025000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,049,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12396,LAKE BROWNWOOD AT SH 279,Reservoir,,12090108,,,,,31.8344000000,-99.1000000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,049,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12397,LAKE BROWNWOOD NEAR GOAT ISLND,Reservoir,,12090107,,,,,31.8700000000,-99.0208000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,049,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12398,LAKE COLEMAN NEAR FM 1274,Reservoir,,12090108,,,,,32.0317000000,-99.4675000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,083,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12400,PECAN BAYOU AT SH 279,River/Stream,,12090107,,,,,31.9731000000,-99.1305000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,049,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12401,CONCHO RIVER BRIDGE ON US83,River/Stream,,12090105,,,,,31.5159000000,-99.9198000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,095,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12402,CONCHO RIVER AT FM381,River/Stream,,12090105,,,,,31.5200000000,-100.0936000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,095,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12403,CONCHO RIVER AT FM1692,River/Stream,,12090105,,,,,31.5423000000,-100.1780000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12407,CONCHO RIVER AT FM380,River/Stream,,12090105,,,,,31.4689000000,-100.3420000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12409,CONCHO RIVER NEAR S BELL RD,River/Stream,,12090105,,,,,31.4534000000,-100.4108000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12412,NORTH CONCHO R AT IRVING ST,River/Stream,,12090104,,,,,31.4577000000,-100.4368000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12418,LAKE NASWORTHY NEAR DAM,Reservoir,,12090102,,,,,31.3882000000,-100.4785000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12419,LAKE NASWORTHY S CONCHO ARM,Reservoir,,12090102,,,,,31.3699000000,-100.4802000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12421,LAKE NASWORTHY MIDDLE CONCHO,Reservoir,,12090102,,,,,31.3775000000,-100.5124000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12422,TWIN BUTTES RESERV NEAR INTAKE,Reservoir,,12090102,,,,,31.3758000000,-100.5412000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12425,TWIN BUTTES RES NEAR MOTL DAM,Reservoir,,12090102,,,,,31.3144000000,-100.4892000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12429,O C FISHER RESERVOIR NEAR MID DAM,Reservoir,,12090104,,,,,31.4845000000,-100.4870000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,451,,,,,,,,,STORET
TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-12436,ONION CREEK AT US 183,River/Stream,,12090205,,,,,30.1780000000,-97.6889000000,,,,Interpolation-Photo,NAD83,,,,,,,US,48,453,,,,,,,,,STORET
